,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,age_group,has_child,child_jitter
28012,35,Private,82552,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.22736365612051126
28013,19,Private,41745,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.7344473019924468
28014,27,Private,73587,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,35,United-States,<=50K,27-31,Без детей,0.36582826090514386
28015,54,Private,263925,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,<=50K,52-56,Без детей,0.33382859971732526
28016,19,Private,196119,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,35,United-States,<=50K,17-21,С детьми,0.8062489891856626
28017,27,Private,284741,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,30,United-States,<=50K,27-31,Без детей,0.34330648612070735
28019,35,Private,340428,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35,United-States,<=50K,32-36,Без детей,0.3065162573988916
28021,19,Local-gov,276973,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,20,United-States,<=50K,17-21,С детьми,0.846816445230176
28022,30,Private,161599,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,>50K,27-31,Без детей,0.14309274757108192
28023,32,Private,144064,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.23945589022405997
28024,31,Private,236391,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.30925560045804007
28025,26,Private,224943,Assoc-voc,11,Never-married,Sales,Other-relative,Black,Male,0.0,0.0,65,United-States,<=50K,22-26,Без детей,0.26999099118640324
28026,44,Private,151294,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,25,United-States,<=50K,42-46,Без детей,0.1720398793961888
28027,52,Private,68982,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,>50K,52-56,Без детей,0.21171810076684822
28028,30,Private,241885,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.2062658500064059
28029,32,Self-emp-not-inc,189461,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,60,United-States,<=50K,32-36,Без детей,0.19272325916424066
28030,19,Self-emp-not-inc,36012,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.7123525328433519
28031,33,Private,85355,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,30,United-States,<=50K,32-36,Без детей,0.25356478923066905
28032,20,Private,157595,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,17-21,Без детей,0.3351685659479862
28033,61,Private,197286,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.30808783897450154
28034,33,Private,362747,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,35,United-States,<=50K,32-36,Без детей,0.3304599289638961
28035,24,Private,395297,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,35,United-States,<=50K,22-26,С детьми,0.8420648986951407
28036,31,Self-emp-not-inc,144949,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,60,United-States,<=50K,27-31,Без детей,0.22987610946342574
28038,32,Private,141490,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,50,United-States,<=50K,32-36,Без детей,0.21304630816641934
28039,29,Private,147889,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.14382961160419883
28040,61,Private,232808,10th,6,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,24,United-States,<=50K,57-61,Без детей,0.3533179892503442
28041,48,Private,70668,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,50,United-States,<=50K,47-51,Без детей,0.14579752430515455
28042,29,Federal-gov,33315,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.3078725236889129
28045,22,Private,200318,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,15,United-States,<=50K,22-26,Без детей,0.22074599307174092
28046,32,Private,97723,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1672.0,40,United-States,<=50K,32-36,Без детей,0.3577073858798047
28047,38,Private,109231,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.23070448502419097
28048,27,Private,102889,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.3259860043251319
28049,26,Private,167106,HS-grad,9,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40,Hong,<=50K,22-26,Без детей,0.1978371597192824
28050,35,Private,182898,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,8614.0,0.0,40,United-States,>50K,32-36,Без детей,0.2017812921385232
28051,62,Private,197918,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K,62-66,Без детей,0.27292465837082425
28052,28,Private,67386,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.36951583208979366
28053,50,Private,126592,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.2542173803150071
28054,34,Private,49469,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,99999.0,0.0,50,United-States,>50K,32-36,Без детей,0.3547140727343897
28055,37,Self-emp-not-inc,119929,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.3186999587796947
28056,63,Private,158199,1st-4th,2,Widowed,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,44,Portugal,<=50K,62-66,Без детей,0.3210074354025364
28057,35,Private,341102,9th,5,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.23463039739090338
28058,55,Private,101524,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,>50K,52-56,Без детей,0.22277014004147216
28059,40,Private,202872,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40,United-States,>50K,37-41,Без детей,0.17606123394179568
28060,25,Private,195201,HS-grad,9,Married-civ-spouse,Sales,Husband,Other,Male,0.0,0.0,50,United-States,<=50K,22-26,Без детей,0.36134590407607686
28061,51,Private,128272,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.3602544669865168
28062,37,Private,263094,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,40,United-States,>50K,37-41,Без детей,0.3092962562344439
28063,54,Self-emp-inc,357596,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,55,United-States,>50K,52-56,Без детей,0.2011005879646407
28064,47,Local-gov,102628,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,>50K,47-51,Без детей,0.18884308968214772
28065,26,Private,171114,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.8672664581728711
28066,46,Private,216414,Assoc-voc,11,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.1459702756259626
28067,24,Private,127753,12th,8,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.33245543011391415
28068,19,Private,282698,7th-8th,4,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,80,United-States,<=50K,17-21,С детьми,0.715309920115794
28069,35,Private,139364,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,40,United-States,>50K,32-36,Без детей,0.23052873273453295
28070,36,Local-gov,312785,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0.0,0.0,35,United-States,<=50K,32-36,С детьми,0.8296746356997209
28071,18,Private,92864,12th,8,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20,United-States,<=50K,17-21,С детьми,0.6517447238412859
28072,46,Local-gov,175428,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,>50K,42-46,Без детей,0.2150007228448617
28073,30,Private,104223,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,32,United-States,<=50K,27-31,Без детей,0.3584858265206975
28074,29,Private,144784,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.29777581906510153
28075,65,Private,178934,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,20,Jamaica,<=50K,62-66,Без детей,0.31118539955341373
28076,41,Private,211253,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40,United-States,>50K,37-41,Без детей,0.3118012722293143
28077,34,Private,133122,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.1445368199593467
28078,58,Private,103540,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.17876982238250347
28079,39,State-gov,172700,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.24790318145949083
28080,21,Private,282484,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.71835605579409
28081,31,Private,323055,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,>50K,27-31,Без детей,0.22861895035188484
28082,33,State-gov,291494,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,>50K,32-36,Без детей,0.3175473708701614
28083,28,Private,214702,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,<=50K,27-31,Без детей,0.13352301641625647
28084,32,Private,116055,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,2977.0,0.0,35,United-States,<=50K,32-36,Без детей,0.2885180623170973
28085,32,Private,226696,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55,United-States,>50K,32-36,Без детей,0.1300264556324374
28086,31,Private,216827,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.1451340461382985
28087,41,Self-emp-not-inc,153132,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,40,United-States,>50K,37-41,Без детей,0.22798866876102974
28088,48,Private,307440,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0.0,0.0,45,Philippines,>50K,47-51,Без детей,0.3318276447531572
28089,27,Private,278122,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,27-31,С детьми,0.6647989837354705
28090,45,Private,122195,HS-grad,9,Widowed,Craft-repair,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.2631091381908668
28091,34,Self-emp-not-inc,156890,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,<=50K,32-36,Без детей,0.2928412544384186
28092,17,Private,36877,10th,6,Never-married,Sales,Own-child,White,Female,0.0,0.0,10,United-States,<=50K,17-21,С детьми,0.6850878922013185
28093,25,Private,131178,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,23,United-States,<=50K,22-26,С детьми,0.7529592612646999
28094,34,Self-emp-inc,62396,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,62,United-States,>50K,32-36,Без детей,0.34873774795316614
28095,33,Private,73054,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.25293484608772787
28096,21,Private,96844,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,20,United-States,<=50K,17-21,Без детей,0.16775753482903552
28097,22,Private,324922,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K,22-26,Без детей,0.2806754312050107
28098,61,Private,130684,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,42,United-States,<=50K,57-61,Без детей,0.27212804320204337
28099,40,Private,178983,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,30,United-States,>50K,37-41,Без детей,0.1364691423515515
28100,58,Private,81038,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,12,United-States,<=50K,57-61,Без детей,0.151742657379416
28101,30,Private,151967,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,58,United-States,<=50K,27-31,Без детей,0.16762752523384258
28102,24,Private,278107,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,60,United-States,<=50K,22-26,С детьми,0.6627093786148488
28103,52,Self-emp-not-inc,183146,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,>50K,52-56,Без детей,0.19227178493462393
28104,50,Private,183638,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.23898527757653631
28105,49,Private,247892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,30,United-States,<=50K,47-51,Без детей,0.21921191149575625
28106,22,Private,221480,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.8437559739371032
28108,21,Private,518530,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.7769062582575209
28109,25,Private,193787,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,50,United-States,<=50K,22-26,С детьми,0.8402746439908424
28110,34,Self-emp-inc,157466,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45,United-States,<=50K,32-36,Без детей,0.2564894379802237
28111,48,Private,141511,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,>50K,47-51,Без детей,0.1515689129654416
28113,21,Private,252253,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K,17-21,Без детей,0.24118898777594436
28114,20,Private,200450,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,52,United-States,<=50K,17-21,С детьми,0.8272878112421675
28115,30,State-gov,343789,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,>50K,27-31,Без детей,0.17658490412010594
28116,44,Private,277647,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,40,United-States,>50K,42-46,Без детей,0.15189142690063595
28117,44,Private,291566,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,60,United-States,<=50K,42-46,Без детей,0.20906433720118242
28118,29,Private,151382,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60,United-States,<=50K,27-31,Без детей,0.22333547935363351
28119,31,Private,221167,Prof-school,15,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,35,United-States,<=50K,27-31,Без детей,0.20350184233741705
28120,35,Private,196178,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.16245778854989346
28121,27,Private,302422,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.1902015663332115
28122,26,Private,37379,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45,United-States,<=50K,22-26,Без детей,0.2937477771045065
28123,37,Self-emp-not-inc,82540,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,70,United-States,>50K,37-41,Без детей,0.22262284391035936
28125,44,Private,159911,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,55,United-States,<=50K,42-46,Без детей,0.2818118667084534
28126,34,Private,212781,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,>50K,32-36,Без детей,0.2587129071804958
